episode_id,episode_number,title,date_published,youtube_id,youtube_url,priority,transcript_status,analysis_status,notes_status,timestamp_status,caption_provenance
essentials-timing-light-for-better-sleep-energy-and-mood-dr-samer-hattar,,"Essentials: Timing Light for Better Sleep, Energy & Mood | Dr. Samer Hattar",2025-08-21T08:00:00.000Z,2XMb3MD6g6Q,https://www.youtube.com/watch?v=2XMb3MD6g6Q,high,downloaded,analyzed,available,available,
science-and-health-benefits-of-belief-in-god-and-religion-dr-david-desteno,243,Science & Health Benefits of Belief in God & Religion | Dr. David DeSteno,2025-08-25T08:00:00.000Z,Whe2Jh9q6jI,https://www.youtube.com/watch?v=Whe2Jh9q6jI,high,downloaded,analyzed,available,available,
essentials-effects-of-fasting-and-time-restricted-eating-on-fat-loss-and-health,,Essentials: Effects of Fasting & Time Restricted Eating on Fat Loss & Health,2025-08-28T08:00:00.000Z,D61jJJPIQeo,https://www.youtube.com/watch?v=D61jJJPIQeo,high,downloaded,analyzed,available,available,
how-to-set-and-achieve-massive-goals-alex-honnold,244,How to Set & Achieve Massive Goals | Alex Honnold,2025-09-01T08:00:00.000Z,4TsOnsPDKKY,https://www.youtube.com/watch?v=4TsOnsPDKKY,high,downloaded,analyzed,available,available,
essentials-science-mindsets-health-performance-alia-crum,,Essentials: Science of Mindsets for Health & Performance | Dr. Alia Crum,2025-09-04T08:00:00.000Z,alVWRl_X_AA,https://www.youtube.com/watch?v=alVWRl_X_AA,high,downloaded,analyzed,available,available,
transform-metabolic-health-longevity-unique-biology-michael-snyder,245,Transform Your Metabolic Health & Longevity by Knowing Your Unique Biology | Dr. Michael Snyder,2025-09-08T07:00:00.000Z,cjAvD-U5so0,https://www.youtube.com/watch?v=cjAvD-U5so0,high,downloaded,analyzed,available,available,
essentials-food-supplements-brain-health-cognitive-performance,,Essentials: Food & Supplements for Brain Health & Cognitive Performance,2025-09-11T08:00:00.000Z,cIla9axQRyM,https://www.youtube.com/watch?v=cIla9axQRyM,high,downloaded,analyzed,available,available,
expand-consciousness-dr-christof-koch,246,How to Expand Your Consciousness | Dr. Christof Koch,2025-09-15T08:00:00.000Z,2t4vswC-3mY,https://www.youtube.com/watch?v=2t4vswC-3mY,high,downloaded,analyzed,available,available,
essentials-exercise-strength-gains-hormone-optimization-duncan-french,,Essentials: How to Exercise for Strength Gains & Hormone Optimization | Dr. Duncan French,2025-09-18T08:00:00.000Z,dy_iLCJggO0,https://www.youtube.com/watch?v=dy_iLCJggO0,high,downloaded,analyzed,available,available,
build-ideal-physique-bret-contreras,247,Build Your Ideal Physique | Dr. Bret Contreras,2025-09-22T08:00:00.000Z,7SIjcX5B1Vs,https://www.youtube.com/watch?v=7SIjcX5B1Vs,high,downloaded,analyzed,available,available,
essentials-nervous-system-immune-system,,Essentials: Using Your Nervous System to Enhance Your Immune System,2025-09-25T08:00:00.000Z,pN1UL1M9sqc,https://www.youtube.com/watch?v=pN1UL1M9sqc,high,downloaded,analyzed,available,available,
enhance-learning-speed-neuroscience-poppy-crum,248,Enhance Your Learning Speed & Health Using Neuroscience Based Protocols | Dr. Poppy Crum,2025-09-29T08:00:00.000Z,MlmFj1-mOtg,https://www.youtube.com/watch?v=MlmFj1-mOtg,high,downloaded,analyzed,available,available,
essentials-human-romantic-partner-selection-keep-david-buss,,Essentials: How Humans Select & Keep Romantic Partners in the Short & Long Term | Dr. David Buss,2025-10-02T08:00:00.000Z,VqiPNN4Jblk,https://www.youtube.com/watch?v=VqiPNN4Jblk,high,downloaded,analyzed,available,available,
make-yourself-unbreakable-dj-shipley,249,How to Make Yourself Unbreakable | DJ Shipley,2025-10-06T08:00:00.000Z,WwRc2SEo-VI,https://www.youtube.com/watch?v=WwRc2SEo-VI,high,downloaded,analyzed,available,available,
essentials-time-perception-memory-focus,,"Essentials: Time Perception, Memory & Focus",2025-10-09T08:00:00.000Z,vXTK0Ac9i1Q,https://www.youtube.com/watch?v=vXTK0Ac9i1Q,high,downloaded,analyzed,available,available,
protect-improve-your-hearing-brain-health-konstantina-stankovic,250,Protect & Improve Your Hearing & Brain Health | Dr. Konstantina Stankovic,2025-10-13T08:00:00.000Z,xGmGBFpmdhQ,https://www.youtube.com/watch?v=xGmGBFpmdhQ,high,downloaded,analyzed,available,available,
essentials-brain-functions-interprets-the-world-dr-david-berson,,Essentials: How Your Brain Functions & Interprets the World | Dr. David Berson,2025-10-16T08:00:00.000Z,-zI0ZgKM0xA,https://www.youtube.com/watch?v=-zI0ZgKM0xA,high,downloaded,analyzed,available,available,
overcome-inner-resistance-steven-pressfield,251,How to Overcome Inner Resistance | Steven Pressfield,2025-10-20T08:00:00.000Z,cpKsogGdem4,https://www.youtube.com/watch?v=cpKsogGdem4,high,downloaded,analyzed,available,available,
essentials-science-of-gratitude-practice,,Essentials: The Science of Gratitude & How to Build a Gratitude Practice,2025-10-23T08:00:00.000Z,9gJLWk3W5GQ,https://www.youtube.com/watch?v=9gJLWk3W5GQ,high,downloaded,analyzed,available,available,
essentials-biology-slowing-reversing-aging-dr-david-sinclair,,Essentials: The Biology of Slowing & Reversing Aging | Dr. David Sinclair,2025-10-30T08:00:00.000Z,Ykvkg2Jz3X8,https://www.youtube.com/watch?v=Ykvkg2Jz3X8,high,downloaded,analyzed,available,available,
david-fajgenbaum-using-drugs-treat-diseases-brain-body,253,Using Existing Drugs in New Ways to Treat & Cure Diseases of Brain & Body | Dr. David Fajgenbaum,2025-11-03T09:00:00.000Z,PCbD3hFyfCk,https://www.youtube.com/watch?v=PCbD3hFyfCk,high,downloaded,analyzed,available,available,
essentials-erasing-fears-traumas-using-modern-neuroscience,,Essentials: Erasing Fears & Traumas Using Modern Neuroscience,2025-11-06T09:00:00.000Z,tpntW9Tte4M,https://www.youtube.com/watch?v=tpntW9Tte4M,high,downloaded,analyzed,available,available,
how-your-thoughts-are-built-shape-them-jennifer-groh,254,How Your Thoughts Are Built & How You Can Shape Them | Dr. Jennifer Groh,2025-11-10T09:00:00.000Z,tb6ApBIXr1k,https://www.youtube.com/watch?v=tb6ApBIXr1k,high,downloaded,analyzed,available,available,
essentials-breathing-mental-physical-health-performance-jack-feldman,,Essentials: Breathing for Mental & Physical Health & Performance | Dr. Jack Feldman,2025-11-13T09:00:00.000Z,Y3NUEPNZDMA,https://www.youtube.com/watch?v=Y3NUEPNZDMA,high,downloaded,analyzed,available,available,
speak-clearly-with-confidence-matt-abrahams,255,How to Speak Clearly & With Confidence | Matt Abrahams,2025-11-17T09:00:00.000Z,ZtTUfMHuioA,https://www.youtube.com/watch?v=ZtTUfMHuioA,high,downloaded,analyzed,available,available,
essentials-science-building-strong-social-bonds-family-friends-romantic-partners,,"Essentials: Science of Building Strong Social Bonds with Family, Friends & Romantic Partners",2025-11-20T09:00:00.000Z,25PtptE7mWk,https://www.youtube.com/watch?v=25PtptE7mWk,high,downloaded,analyzed,available,available,
female-hormone-health-pcos-endometriosis-fertility-breast-cancer-thais-aliabadi,256,"Female Hormone Health, PCOS, Endometriosis, Fertility & Breast Cancer | Dr. Thaïs Aliabadi",2025-11-24T09:00:00.000Z,hMzfGZnaPN8,https://www.youtube.com/watch?v=hMzfGZnaPN8,high,downloaded,analyzed,available,available,
essentials-hypnosis-enhance-mental-physical-health-performance-david-spiegel,,Essentials: Using Hypnosis to Enhance Mental & Physical Health & Performance | Dr. David Spiegel,2025-11-27T09:00:00.000Z,SOo4yNoaAoc,https://www.youtube.com/watch?v=SOo4yNoaAoc,high,downloaded,analyzed,available,available,
red-light-to-improve-metabolism-and-harmful-effects-of-led-glen-jeffery,257,Using Red Light to Improve Metabolism & the Harmful Effects of LEDs | Dr. Glen Jeffery,2025-12-01T09:00:00.000Z,iT8W6kaD-RA,https://www.youtube.com/watch?v=iT8W6kaD-RA,high,downloaded,analyzed,available,available,
essentials-science-of-making-breaking-habits,,Essentials: The Science of Making & Breaking Habits,2025-12-04T09:00:00.000Z,HXuj7wAt7u8,https://www.youtube.com/watch?v=HXuj7wAt7u8,high,downloaded,analyzed,available,available,
master-the-creative-process-twyla-tharp,258,Master the Creative Process | Twyla Tharp,2025-12-08T09:00:00.000Z,VnPQ4mLRG-c,https://www.youtube.com/watch?v=VnPQ4mLRG-c,high,downloaded,analyzed,available,available,
essentials-build-maintain-repair-gut-health-justin-sonnenburg,,"Essentials: How to Build, Maintain & Repair Gut Health | Dr. Justin Sonnenburg",2025-12-11T09:00:00.000Z,n_MVhE63ZQQ,https://www.youtube.com/watch?v=n_MVhE63ZQQ,high,downloaded,analyzed,available,available,
improve-energy-longevity-by-optimizing-mitochondria-martin-picard,259,Improve Energy & Longevity by Optimizing Mitochondria | Dr. Martin Picard,2025-12-15T09:00:00.000Z,nMkQUlBtFlk,https://www.youtube.com/watch?v=nMkQUlBtFlk,high,downloaded,analyzed,available,available,
essentials-how-to-set-and-achieve-goals,,Essentials: How to Set & Achieve Goals,2025-12-18T09:00:00.000Z,zYuw-8pwnp8,https://www.youtube.com/watch?v=zYuw-8pwnp8,high,downloaded,analyzed,available,available,
transform-pain-and-trauma-into-creative-expression-david-choe,260,Transform Pain & Trauma Into Creative Expression | David Choe,2025-12-22T09:00:00.000Z,zHyvVajsqMw,https://www.youtube.com/watch?v=zHyvVajsqMw,high,downloaded,analyzed,available,available,
essentials-how-to-optimize-your-hormones-for-health-and-vitality-kyle-gillett,,Essentials: How to Optimize Your Hormones for Health & Vitality | Dr. Kyle Gillett,2025-12-25T09:00:00.000Z,fYhY-vC000A,https://www.youtube.com/watch?v=fYhY-vC000A,high,downloaded,analyzed,available,available,
defining-healthy-masculinity-how-to-build-it-terry-real,261,Defining Healthy Masculinity & How to Build It | Terry Real,2025-12-29T09:00:00.000Z,qGb7hYMlA3o,https://www.youtube.com/watch?v=qGb7hYMlA3o,high,downloaded,analyzed,available,available,
essentials-micronutrients-for-health-and-longevity-rhonda-patrick,,Essentials: Micronutrients for Health & Longevity | Dr. Rhonda Patrick,2026-01-01T09:00:00.000Z,fh2dBmLN-ZM,https://www.youtube.com/watch?v=fh2dBmLN-ZM,high,downloaded,analyzed,available,available,
best-ways-to-build-better-habits-and-break-bad-ones-james-clear,262,Best Ways to Build Better Habits & Break Bad Ones | James Clear,2026-01-05T09:00:00.000Z,bdsc3Spm6Sw,https://www.youtube.com/watch?v=bdsc3Spm6Sw,high,downloaded,analyzed,available,available,
essentials-optimizing-workspace-for-productivity-focus-and-creativity,,"Essentials: Optimizing Workspace for Productivity, Focus & Creativity",2026-01-08T09:00:00.000Z,23t_ynq2tmk,https://www.youtube.com/watch?v=23t_ynq2tmk,high,downloaded,analyzed,available,available,
how-to-overcome-addiction-to-substances-or-behaviors-keith-humphreys,263,How to Overcome Addiction to Substances or Behaviors | Dr. Keith Humphreys,2026-01-12T09:00:00.000Z,t6RCTP4fc9Q,https://www.youtube.com/watch?v=t6RCTP4fc9Q,high,downloaded,analyzed,available,available,
essentials-tools-to-boost-attention-and-memory-wendy-suzuki,,Essentials: Tools to Boost Attention & Memory | Dr. Wendy Suzuki,2026-01-15T09:00:00.000Z,RmwbNdyrilk,https://www.youtube.com/watch?v=RmwbNdyrilk,high,downloaded,analyzed,available,available,
build-muscle-and-strength-and-forge-your-life-path-dorian-yates,264,Build Muscle & Strength & Forge Your Life Path | Dorian Yates,2026-01-19T09:00:00.000Z,qzXU390N3vs,https://www.youtube.com/watch?v=qzXU390N3vs,high,downloaded,analyzed,available,available,
science-and-tools-of-learning-and-memory-david-eagleman,265,Science & Tools of Learning & Memory | Dr. David Eagleman,2026-01-26T09:00:00.000Z,lEULFeUVYf0,https://www.youtube.com/watch?v=lEULFeUVYf0,high,downloaded,analyzed,available,available,
essentials-using-play-to-rewire-and-improve-your-brain,,Essentials: Using Play to Rewire & Improve Your Brain,2026-01-29T09:00:00.000Z,BRG4_KfTxbs,https://www.youtube.com/watch?v=BRG4_KfTxbs,high,downloaded,analyzed,available,available,
how-dopamine-serotonin-shape-decisions-motivation-and-learning-read-montague,266,"How Dopamine & Serotonin Shape Decisions, Motivation & Learning | Dr. Read Montague",2026-02-02T09:00:00.000Z,VPi_eWiaqdg,https://www.youtube.com/watch?v=VPi_eWiaqdg,high,downloaded,analyzed,available,available,
essentials-the-science-and-practice-of-movement-ido-portal,,Essentials: The Science & Practice of Movement | Ido Portal,2026-02-05T09:00:00.000Z,JsICN9ZiSjA,https://www.youtube.com/watch?v=JsICN9ZiSjA,high,downloaded,analyzed,available,available,
how-genes-shape-your-risk-taking-and-morals-kathryn-paige-harden,267,How Genes Shape Your Risk Taking & Morals | Dr. Kathryn Paige Harden,2026-02-09T09:00:00.000Z,rAbJC-Qaw7Q,https://www.youtube.com/watch?v=rAbJC-Qaw7Q,high,downloaded,analyzed,available,available,
essentials-the-science-of-love-desire-and-attachment,,"Essentials: The Science of Love, Desire & Attachment",2026-02-12T09:00:00.000Z,NEkUNahduWY,https://www.youtube.com/watch?v=NEkUNahduWY,high,downloaded,analyzed,available,available,
the-most-effective-weight-training-cardio-and-nutrition-for-women-lauren-colenso-semple,268,"The Most Effective Weight Training, Cardio & Nutrition for Women | Dr. Lauren Colenso-Semple",2026-02-16T09:00:00.000Z,_Q4XT82yd-Q,https://www.youtube.com/watch?v=_Q4XT82yd-Q,high,downloaded,analyzed,available,available,
essentials-optimize-your-exercise-program-with-science-based-tools-jeff-cavaliere,,Essentials: Optimize Your Exercise Program with Science-Based Tools | Jeff Cavaliere,2026-02-19T09:00:00.000Z,9GzlbLIU5dU,https://www.youtube.com/watch?v=9GzlbLIU5dU,high,downloaded,analyzed,available,available,
restore-youthfulness-and-vitality-to-the-aging-brain-and-body-tony-wyss-coray,269,Restore Youthfulness & Vitality to the Aging Brain & Body | Dr. Tony Wyss-Coray,2026-02-23T09:00:00.000Z,Ew0-Lg_Evj0,https://www.youtube.com/watch?v=Ew0-Lg_Evj0,high,downloaded,analyzed,available,available,
essentials-using-light-to-optimize-health,,Essentials: Using Light to Optimize Health,2026-02-26T09:00:00.000Z,7UeojKTzeHE,https://www.youtube.com/watch?v=7UeojKTzeHE,high,downloaded,analyzed,available,available,
unlearn-negative-thoughts-and-behaviors-patterns-alok-kanojia,270,Unlearn Negative Thoughts & Behaviors Patterns | Dr. Alok Kanojia,2026-03-02T09:00:00.000Z,9G2MRFs4vac,https://www.youtube.com/watch?v=9G2MRFs4vac,high,downloaded,analyzed,available,available,
essentials-the-biology-of-taste-perception-and-sugar-craving-charles-zuker,,Essentials: The Biology of Taste Perception & Sugar Craving | Dr. Charles Zuker,2026-03-05T09:00:00.000Z,cru_4P6qVYQ,https://www.youtube.com/watch?v=cru_4P6qVYQ,high,downloaded,analyzed,available,available,
avoiding-treating-and-curing-cancer-with-the-immune-system-alex-marson,271,"Avoiding, Treating & Curing Cancer With the Immune System | Dr. Alex Marson",2026-03-09T08:00:00.000Z,u4VTFb4awrQ,https://www.youtube.com/watch?v=u4VTFb4awrQ,high,downloaded,analyzed,available,available,
essentials-benefits-of-sauna-and-deliberate-heat-exposure,,Essentials: Benefits of Sauna & Deliberate Heat Exposure,2026-03-12T08:00:00.000Z,iuPQmw4Ax00,https://www.youtube.com/watch?v=iuPQmw4Ax00,high,downloaded,analyzed,available,available,
science-based-meditation-tools-to-improve-your-brain-and-health-richard-davidson,272,Science-Based Meditation Tools to Improve Your Brain & Health | Dr. Richard Davidson,2026-03-16T08:00:00.000Z,hlOA8ObQJXo,https://www.youtube.com/watch?v=hlOA8ObQJXo,high,downloaded,analyzed,available,available,
essentials-tools-for-setting-and-achieving-goals-emily-balcetis,,Essentials: Tools for Setting & Achieving Goals | Dr. Emily Balcetis,2026-03-19T08:00:00.000Z,RECLTp_YxSU,https://www.youtube.com/watch?v=RECLTp_YxSU,high,downloaded,analyzed,available,available,
the-best-vitality-and-health-protocols-rhonda-patrick,273,The Best Vitality & Health Protocols | Dr. Rhonda Patrick,2026-03-23T08:00:00.000Z,C0DMdUqF73Q,https://www.youtube.com/watch?v=C0DMdUqF73Q,high,downloaded,analyzed,available,available,en:auto
essentials-using-salt-to-optimize-mental-and-physical-performance,,Essentials: Using Salt to Optimize Mental & Physical Performance,2026-03-26T08:00:00.000Z,hnzrPKvRBD8,https://www.youtube.com/watch?v=hnzrPKvRBD8,high,downloaded,analyzed,available,available,
how-hormones-shape-sexual-orientation-and-behavior-marc-breedlove,274,How Hormones Shape Sexual Orientation & Behavior | Dr. Marc Breedlove,2026-03-30T08:00:00.000Z,6-mEiwe2NhE,https://www.youtube.com/watch?v=6-mEiwe2NhE,high,downloaded,analyzed,available,available,
essentials-how-to-build-strength-muscle-size-and-endurance-andy-galpin,,"Essentials: How to Build Strength, Muscle Size & Endurance | Dr. Andy Galpin",2026-04-02T08:00:00.000Z,0VSOoMuStvg,https://www.youtube.com/watch?v=0VSOoMuStvg,high,downloaded,analyzed,available,available,
cultivating-awe-and-emotional-connection-dr-dacher-keltner,275,Cultivating Awe & Emotional Connection in Daily Life | Dr. Dacher Keltner,2026-04-06T08:00:00.000Z,Tmw2dW0a9DY,https://www.youtube.com/watch?v=Tmw2dW0a9DY,high,downloaded,analyzed,available,available,
essentials-the-biology-of-aggression-mating-and-arousal-david-anderson,,"Essentials: The Biology of Aggression, Mating & Arousal | Dr. David Anderson",2026-04-09T08:00:00.000Z,xZ4I2aE8zQA,https://www.youtube.com/watch?v=xZ4I2aE8zQA,high,downloaded,analyzed,available,available,
how-women-can-improve-their-fertility-and-hormone-health-natalie-crawford,276,How Women Can Improve Their Fertility & Hormone Health | Dr. Natalie Crawford,2026-04-13T08:00:00.000Z,RTPNJgHeZBI,https://www.youtube.com/watch?v=RTPNJgHeZBI,high,downloaded,analyzed,available,available,
essentials-understand-and-mprove-memory-using-science-based-tools,,Essentials: Understand & Improve Memory Using Science-Based Tools,2026-04-16T08:00:00.000Z,U6dnOVth7-I,https://www.youtube.com/watch?v=U6dnOVth7-I,high,downloaded,analyzed,available,available,
how-to-better-regulate-your-emotions-marc-brackett,277,How to Better Regulate Your Emotions | Dr. Marc Brackett,2026-04-20T08:00:00.000Z,FBgM7jndkLQ,https://www.youtube.com/watch?v=FBgM7jndkLQ,high,downloaded,analyzed,available,available,
essentials-the-neuroscience-of-speech-language-and-music-erich-jarvis,,"Essentials: The Neuroscience of Speech, Language & Music | Dr. Erich Jarvis",2026-04-23T08:00:00.000Z,3bnLgOxHMB8,https://www.youtube.com/watch?v=3bnLgOxHMB8,high,downloaded,analyzed,available,available,
male-roles-obligations-and-options-for-building-a-fulfilling-life-scott-galloway,278,"Male Roles, Obligations and Options for Building a Fulfilling Life | Scott Galloway",2026-04-27T08:00:00.000Z,sQcS6f2qYoQ,https://www.youtube.com/watch?v=sQcS6f2qYoQ,high,downloaded,analyzed,available,available,
essentials-control-sugar-cravings-and-metabolism-with-science-based-tools,,Essentials: Control Sugar Cravings & Metabolism with Science-Based Tools,2026-04-30T08:00:00.000Z,qUUfucHC7tU,https://www.youtube.com/watch?v=qUUfucHC7tU,high,downloaded,analyzed,available,available,
tools-to-bolster-your-mental-health-and-confidence-paul-conti,279,Tools to Bolster Your Mental Health & Confidence | Dr. Paul Conti,2026-05-04T08:00:00.000Z,cWCs7dxrt-A,https://www.youtube.com/watch?v=cWCs7dxrt-A,high,downloaded,analyzed,available,available,
essentials-compulsive-behaviors-deep-brain-stimulation-casey-halpern,,Essentials: Compulsive Behaviors & Deep Brain Stimulation | Dr. Casey Halpern,2026-05-07T08:00:00.000Z,aKDzF_fMMrc,https://www.youtube.com/watch?v=aKDzF_fMMrc,high,downloaded,analyzed,available,available,
master-self-control-overcome-procrastination-kentaro-fujita,280,Master Self Control & Overcome Procrastination | Dr. Kentaro Fujita,2026-05-11T08:00:00.000Z,e89rVf4Pf0k,https://www.youtube.com/watch?v=e89rVf4Pf0k,high,downloaded,analyzed,available,available,
essentials-understanding-and-controlling-aggression,,Essentials: Understanding & Controlling Aggression,2026-05-14T08:00:00.000Z,916vhhUsmgE,https://www.youtube.com/watch?v=916vhhUsmgE,high,downloaded,analyzed,available,available,
how-to-overcome-social-anxiety-nick-epley,281,How to Overcome Social Anxiety | Dr. Nick Epley,2026-05-18T08:00:00.000Z,Q2hOryHdgAk,https://www.youtube.com/watch?v=Q2hOryHdgAk,high,downloaded,analyzed,available,available,
essentials-the-science-of-learning-and-speaking-languages-eddie-chang,,Essentials: The Science of Learning & Speaking Languages | Dr. Eddie Chang,2026-05-21T08:00:00.000Z,MOPqSEK6GvA,https://www.youtube.com/watch?v=MOPqSEK6GvA,high,downloaded,analyzed,available,available,
build-muscle-great-posture-and-resilience-to-injury-jeff-cavaliere,282,"Build Muscle, Great Posture & Resilience to Injury | Jeff Cavaliere",2026-05-25T08:00:00.000Z,s95KFJ2efm4,https://www.youtube.com/watch?v=s95KFJ2efm4,high,downloaded,analyzed,available,available,
essentials-the-science-and-process-of-healing-from-grief,,Essentials: The Science & Process of Healing from Grief,2026-05-28T08:00:00.000Z,PlQyGIIAGNo,https://www.youtube.com/watch?v=PlQyGIIAGNo,high,downloaded,analyzed,available,available,
peptides-the-science-uses-and-safety-abud-bakri,283,"Peptides: The Science, Uses & Safety | Dr. Abud Bakri",2026-06-01T08:00:00.000Z,_DfqnpSbMfE,https://www.youtube.com/watch?v=_DfqnpSbMfE,high,downloaded,analyzed,available,available,en:auto
essentials-psychedelics-neurostimulation-for-brain-rewiring-nolan-williams,,Essentials: Psychedelics & Neurostimulation for Brain Rewiring | Dr. Nolan Williams,2026-06-04T08:00:00.000Z,GkG1hMhIQ_Q,https://www.youtube.com/watch?v=GkG1hMhIQ_Q,high,downloaded,analyzed,available,available,
eating-for-better-sleep-and-foods-that-improve-metabolic-health-marie-pierre-st-onge,,Eating for Better Sleep & Foods that Improve Metabolic Health | Dr. Marie-Pierre St-Onge,2026-06-08T08:00:00.000Z,jjaFnKtytqI,https://www.youtube.com/watch?v=jjaFnKtytqI,high,downloaded,analyzed,available,available,
essentials-sleep-toolkit-for-optimizing-sleep-and-sleep-wake-timing,,Essentials: Sleep Toolkit for Optimizing Sleep & Sleep-Wake Timing,2026-06-11T08:00:00.000Z,RTgJSQtvo88,https://www.youtube.com/watch?v=RTgJSQtvo88,high,downloaded,analyzed,available,available,
the-mental-frame-and-specific-daily-actions-to-succeed-andy-stumpf,285,The Mental Frame & Specific Daily Actions to Succeed | Andy Stumpf,2026-06-15T08:00:00.000Z,baecUt1GaPk,https://www.youtube.com/watch?v=baecUt1GaPk,high,downloaded,analyzed,available,available,
essentials-improve-flexibility-with-research-supported-stretching-protocols,,Essentials: Improve Flexibility with Research-Supported Stretching Protocols,2026-06-18T08:00:00.000Z,syJYZm5OZhE,https://www.youtube.com/watch?v=syJYZm5OZhE,high,downloaded,analyzed,available,available,
science-of-attraction-compatibility-and-romance-dr-paul-eastwick,286,"Science of Attraction, Compatibility & Romance | Dr. Paul Eastwick",2026-06-22T08:00:00.000Z,CV0GtUlJ6NM,https://www.youtube.com/watch?v=CV0GtUlJ6NM,high,downloaded,analyzed,available,available,
essentials-the-science-of-eating-for-health-fat-loss-and-lean-muscle-layne-norton,,"Essentials: The Science of Eating for Health, Fat Loss & Lean Muscle | Dr. Layne Norton",2026-06-25T08:00:00.000Z,WWe4up63hb4,https://www.youtube.com/watch?v=WWe4up63hb4,high,downloaded,analyzed,available,available,
movement-practice-to-strengthen-your-mind-body-connection-ido-portal,287,Movement Practice to Strengthen Your Mind-Body Connection | Ido Portal,2026-06-29T08:00:00.000Z,Zz8chJwh3S4,https://www.youtube.com/watch?v=Zz8chJwh3S4,high,downloaded,analyzed,available,available,
raising-a-dog-and-mastering-calm-assertive-energy-cesar-millan,288,Raising a Dog & Mastering Calm Assertive Energy | Cesar Millan,2026-07-06T08:00:00.000Z,n_qKxNcMvtM,https://www.youtube.com/watch?v=n_qKxNcMvtM,high,downloaded,analyzed,available,available,
essentials-the-science-and-treatment-of-obsessive-compulsive-disorder,,Essentials: The Science & Treatment of Obsessive Compulsive Disorder (OCD),2026-07-09T08:00:00.000Z,AtU3EvMzZDY,https://www.youtube.com/watch?v=AtU3EvMzZDY,high,downloaded,analyzed,available,available,
how-to-improve-your-memory-and-cognitive-function-at-any-age-alan-castel,289,How to Improve Your Memory & Cognitive Function at Any Age | Dr. Alan Castel,2026-07-13T08:00:00.000Z,EIhilBpn8Ow,https://www.youtube.com/watch?v=EIhilBpn8Ow,high,downloaded,analyzed,available,available,
essentials-the-science-and-treatment-of-bipolar-disorder,,Essentials: The Science & Treatment of Bipolar Disorder,2026-07-16T08:00:00.000Z,UTB5gAkjevk,https://www.youtube.com/watch?v=UTB5gAkjevk,high,downloaded,analyzed,available,available,
accelerate-learning-and-increase-cognitive-capacity-tommy-wood,290,Accelerate Learning & Increase Cognitive Capacity | Dr. Tommy Wood,2026-07-20T08:00:00.000Z,bPd9NnOzx78,https://www.youtube.com/watch?v=bPd9NnOzx78,high,downloaded,analyzed,available,available,
essentials-using-meditation-to-focus-view-consciousness-and-expand-your-mind-sam-harris,,"Essentials: Using Meditation to Focus, View Consciousness & Expand Your Mind | Dr. Sam Harris",2026-07-23T08:00:00.000Z,LQI8tl8S2PE,https://www.youtube.com/watch?v=LQI8tl8S2PE,high,downloaded,analyzed,available,available,
your-top-health-questions-answered,291,Your Top Health Questions Answered,2026-07-27T08:00:00.000Z,ssP31IenzYA,https://www.youtube.com/watch?v=ssP31IenzYA,high,downloaded,analyzed,available,available,
essentials-how-to-become-resilient-forge-your-identity-and-lead-others-jocko-willink,,"Essentials: How to Become Resilient, Forge Your Identity & Lead Others | Jocko Willink",2026-07-30T08:00:00.000Z,lxDf8uEypJU,https://www.youtube.com/watch?v=lxDf8uEypJU,high,downloaded,analyzed,available,available,
how-your-immune-system-works-and-how-to-improve-it-max-krummel,292,How Your Immune System Works & How to Improve It | Dr. Max Krummel,2026-08-03T08:00:00.000Z,s_tkMm5U9aY,https://www.youtube.com/watch?v=s_tkMm5U9aY,high,downloaded,analyzed,available,available,
essentials-control-brain-chemistry-for-focus-motivation-and-well-being,,"Essentials: Control Your Brain Chemistry for Focus, Motivation & Well-Being ",2026-08-06T08:00:00.000Z,xKvlK7OqZso,https://www.youtube.com/watch?v=xKvlK7OqZso,high,downloaded,analyzed,available,available,
using-ai-to-increase-your-intelligence-and-enrich-humanity-fei-fei-li,293,Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li,2026-08-10T08:00:00.000Z,N5AQFYtqx8Q,https://www.youtube.com/watch?v=N5AQFYtqx8Q,high,downloaded,analyzed,available,available,
neuroscience-of-emotions-and-tools-for-improving-emotion-regulation-ralph-adolphs,294,Neuroscience of Emotions & Tools for Improving Emotion Regulation | Dr. Ralph Adolphs,2026-08-17T08:00:00.000Z,P-h5WSQG1Sw,https://www.youtube.com/watch?v=P-h5WSQG1Sw,high,downloaded,analyzed,available,available,
essentials-how-to-access-your-creativity-rick-rubin,,Essentials: How to Access Your Creativity | Rick Rubin,2026-08-20T08:00:00.000Z,QP8Kpf1UQwM,https://www.youtube.com/watch?v=QP8Kpf1UQwM,high,downloaded,analyzed,available,available,
how-to-improve-motivation-and-overcome-procrastination-masud-husain,295,How to Improve Motivation & Overcome Procrastination | Dr. Masud Husain,2026-08-24T08:00:00.000Z,58-k4F7-AoA,https://www.youtube.com/watch?v=58-k4F7-AoA,high,downloaded,analyzed,available,available,
essentials-diet-and-nutrition-for-mental-health-chris-palmer,,Essentials: Diet & Nutrition for Mental Health | Dr. Chris Palmer,2026-08-27T08:00:00.000Z,E56LSFCNdkI,https://www.youtube.com/watch?v=E56LSFCNdkI,high,downloaded,analyzed,available,available,
